accumulatedDepreciationAmortizationPPE,capitalLeaseObligations,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,commonStock,commonStockSharesOutstanding,currentAccountsPayable,currentDebt,currentLongTermDebt,currentNetReceivables,deferredRevenue,fiscalDateEnding,goodwill,intangibleAssets,intangibleAssetsExcludingGoodwill,inventory,investments,longTermDebt,longTermDebtNoncurrent,longTermInvestments,otherCurrentAssets,otherCurrentLiabilities,otherNonCurrentAssets,otherNonCurrentLiabilities,propertyPlantEquipment,reportedCurrency,retainedEarnings,shortLongTermDebtTotal,shortTermDebt,shortTermInvestments,totalAssets,totalCurrentAssets,totalCurrentLiabilities,totalLiabilities,totalNonCurrentAssets,totalNonCurrentLiabilities,totalShareholderEquity,treasuryStock
None,None,6877000000,6877000000,43592000000,5146000000,1104000000,None,3894000000,9835000000,None,2015-07-31,24469000000,2376000000,2376000000,1627000000,None,21457000000,None,3858000000,1490000000,8525000000,None,3335000000,3332000000,USD,16045000000,25354000000,3897000000,53539000000,113373000000,73368000000,23412000000,53666000000,40005000000,30254000000,59698000000,0
None,None,6726000000,6726000000,41884000000,5281000000,1032000000,None,20848000000,9310000000,None,2014-07-31,24239000000,3280000000,3280000000,1591000000,None,20401000000,None,3918000000,4139000000,8632000000,None,3599000000,3252000000,USD,14093000000,20845000000,508000000,45348000000,105070000000,67114000000,19809000000,48409000000,37956000000,28600000000,56654000000,0
None,None,7925000000,7925000000,42297000000,5380000000,1029000000,None,None,9507000000,None,2013-07-31,21919000000,3403000000,3403000000,1476000000,None,12928000000,None,3911000000,3928000000,8230000000,None,2782000000,3322000000,USD,16215000000,16211000000,3283000000,42685000000,101191000000,65521000000,21996000000,42063000000,35670000000,20067000000,59120000000,0
None,None,9799000000,9799000000,39271000000,5404000000,859000000,None,None,8030000000,None,2012-07-31,16998000000,1959000000,1959000000,1663000000,None,16297000000,None,3585000000,3524000000,7713000000,None,2402000000,3402000000,USD,11354000000,16328000000,31000000,38917000000,91759000000,61933000000,17731000000,40458000000,29826000000,22727000000,51286000000,-51301000000
None,None,7662000000,7662000000,38648000000,5563000000,876000000,None,None,7809000000,None,2011-07-31,16818000000,2541000000,2541000000,1486000000,None,16234000000,None,3488000000,3351000000,7897000000,None,1914000000,3916000000,USD,7284000000,16822000000,588000000,36923000000,87095000000,57231000000,17506000000,39836000000,29864000000,22330000000,47226000000,0
None,None,4581000000,4581000000,37793000000,5848000000,895000000,None,None,7232000000,None,2010-07-31,16674000000,3274000000,3274000000,1327000000,None,12188000000,None,None,3001000000,7488000000,None,2005000000,3941000000,USD,5851000000,15284000000,3096000000,35280000000,81130000000,51421000000,19233000000,36845000000,29709000000,17612000000,44267000000,0
None,None,5718000000,5718000000,34344000000,5857000000,675000000,None,None,3177000000,None,2009-07-31,12925000000,1702000000,1702000000,1074000000,None,10295000000,None,None,4925000000,6376000000,None,None,4043000000,USD,3868000000,10295000000,2701000000,29283000000,68128000000,44177000000,13655000000,29451000000,23951000000,15796000000,38647000000,None
None,None,5191000000,5191000000,33505000000,6163000000,869000000,None,None,3821000000,None,2008-07-31,12392000000,2089000000,2089000000,1235000000,None,6393000000,None,None,4408000000,6185000000,None,None,4151000000,USD,120000000,6893000000,500000000,21044000000,58734000000,35699000000,13858000000,24332000000,23035000000,10474000000,34353000000,None
None,None,3728000000,3728000000,30687000000,6265000000,786000000,None,None,3989000000,None,2007-07-31,12121000000,2540000000,2540000000,1322000000,None,6408000000,None,None,3997000000,5441000000,None,None,3893000000,USD,231000000,6408000000,3759000000,18538000000,53340000000,31574000000,13358000000,21850000000,21766000000,8492000000,31480000000,None
None,None,3297000000,3297000000,24257000000,6272000000,880000000,None,None,3303000000,None,2006-07-31,9227000000,2161000000,2161000000,1371000000,None,6332000000,None,None,3188000000,4281000000,None,None,3440000000,USD,-617000000,6332000000,3260000000,14517000000,43315000000,25676000000,11313000000,19397000000,17639000000,8084000000,23912000000,None
